TimeStamp, dwkrz_0   , dwkrz_1   , dwkrz_2   , dwkrz_3   , gangi     , lamsbg_w  , lde       , ldtvm     , ldtvr_w   , mifa_w    , miszul_w  , mrfa_w    , msdk_w    , mshfm_w   , nmot      , plsol     , plsol_w   , ps_w      , pssol_w   , pus_w     , pvdks_w   , rkrn_w_0  , rkrn_w_1  , rkrn_w_2  , rkrn_w_3  , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm     , tans      , tanslin   , ti_b1     , tmot      , vfil_w    , vpssplg_w , wdkba     , wped_w    , zwout     , mibas_w   , mimax_w   , mizsolv_w 
  sec.ms , °KW       , °KW       , °KW       , °KW       , gear      , -         , mBar      , , , , , , g/s       , g/s       , rpm       , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , V         , V         , V         , V         , , , , , °C        , °C        , °C        , ms        , °C        , km/h      , -         , DK      , PED     , °KW       ,           , , 
"TIME","IgnitionRetardCyl1","IgnitionRetardCyl5","IgnitionRetardCyl3","IgnitionRetardCyl2","SelectedGear","AirFuelRatioDesired","","WastegateDutyCycle","WastegateDutyCycleBeforeLin","TorqueDesired","TorqueForTimingInterventionLimit","DriverRequestedRelTorque","MassAirFlowAtThrottlePlate","MassAirFlow","EngineSpeed","BoostPressureDesired","BoostPressureDesired","","","BaroPressure","BoostPressureActual","KnockVoltageCyl1","KnockVoltageCyl5","KnockVoltageCyl3","KnockVoltageCyl2","EngineLoad","EngineLoadCorrected","EngineLoadSpecified","EngineLoadRequested","EGTModelBeforeCat","IntakeAirTemperature","IntakeAirTemperature","FuelInjectorOnTime","CoolantTemperature","VehicleSpeed","","ThrottlePlateAngle","AccelPedalPosition","IgnitionTimingAngleOverall","","TorqueLimit","TorqueForTimingIntervention"
    1.650, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.92847   , 99.2188   , 0         , 3.52778   , 6.91667   , 800       , 820       , 836.406   , 411.484   , 317.578   , 836.484   , 854.688   , 0.507814  , 0.976565  , 0.60547   , 0.761721  , 27.6797   , 72.1406   , 73.2891   , 19.5234   , 210       , 16.5      , 16.5      , 2.19734   , 48.75     , 0         , 0.378357  , 0         , 0         , -4.5      , 13.0783   , 33.8761   , 8.25196   
    1.700, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.85523   , 99.2188   , 0         , 3.52778   , 6.86112   , 800       , 820       , 836.406   , 414.453   , 315.625   , 836.484   , 854.219   , 0.507814  , 0.976565  , 0.60547   , 0.761721  , 27.9844   , 72.1406   , 73.2891   , 19.4063   , 210       , 16.5      , 16.5      , 2.19734   , 48.75     , 0         , 0.37732   , 0         , 0         , -6        , 13.2233   , 33.8608   , 7.9712    
    1.750, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.8003    , 99.2188   , 0         , 3.55556   , 6.63889   , 800       , 820       , 836.406   , 412.891   , 311.875   , 836.484   , 854.375   , 0.507814  , 0.976565  , 0.585939  , 0.761721  , 27.9375   , 72.1406   , 73.2891   , 19.1719   , 210       , 16.5      , 16.5      , 2.09867   , 48.75     , 0         , 0.373902  , 0         , 0         , -5.25     , 13.2263   , 33.9279   , 7.53174   
    1.800, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.73316   , 99.2188   , 0         , 3.52778   , 6.52778   , 840       , 820       , 836.406   , 406.875   , 310.234   , 836.484   , 855.547   , 0.507814  , 0.976565  , 0.585939  , 0.761721  , 27.4453   , 72.1406   , 73.2891   , 19.0547   , 210       , 16.5      , 16.5      , 2.088     , 48.75     , 0         , 0.370911  , 0         , 0         , -6.75     , 13.0554   , 34.0088   , 7.22962   
    1.850, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.59888   , 99.2188   , 0         , 3.52778   , 6.66667   , 840       , 820       , 836.406   , 406.797   , 307.188   , 836.484   , 853.984   , 0.527345  , 1.01563   , 0.566408  , 0.781252  , 27.5156   , 72.1406   , 73.2891   , 18.8672   , 210       , 16.5      , 16.5      , 2.10934   , 48.75     , 0         , 0.367249  , 0         , 0         , -8.25     , 13.0631   , 34.0607   , 6.90003   
    1.900, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.61414   , 99.2188   , 0         , 3.52778   , 6.83334   , 840       , 820       , 836.406   , 407.109   , 306.953   , 836.484   , 853.203   , 0.527345  , 1.01563   , 0.566408  , 0.781252  , 27.5625   , 72.1406   , 73.2891   , 18.8906   , 210       , 16.5      , 16.5      , 2.16      , 48.75     , 0         , 0.366944  , 0         , 0         , -6.75     , 13.0142   , 34.0988   , 7.24793   
    1.950, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.71485   , 99.2188   , 0         , 3.52778   , 6.52778   , 800       , 820       , 836.406   , 407.266   , 309.453   , 836.484   , 853.125   , 0.546876  , 0.976565  , 0.566408  , 0.781252  , 27.5156   , 72.1406   , 73.2891   , 19.0313   , 210       , 16.5      , 16.5      , 2.09067   , 48.75     , 0         , 0.367737  , 0         , 0         , -7.5      , 13.0112   , 34.0317   , 7.36085   
    2.000, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.65992   , 99.2188   , 0         , 3.52778   , 6.63889   , 800       , 820       , 836.406   , 405.703   , 309.141   , 836.484   , 853.438   , 0.546876  , 0.976565  , 0.566408  , 0.781252  , 27.3281   , 72.1406   , 73.2891   , 18.9609   , 210       , 16.5      , 16.5      , 2.08534   , 48.75     , 0         , 0.369934  , 0         , 0         , -6.75     , 12.9242   , 34.0012   , 7.37      
    2.050, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.53785   , 99.2188   , 0         , 3.55556   , 6.77778   , 840       , 820       , 836.406   , 405.469   , 306.797   , 837.734   , 856.953   , 0.546876  , 0.976565  , 0.585939  , 0.761721  , 27.3281   , 72.1406   , 73.2891   , 18.7734   , 210       , 16.5      , 16.5      , 2.08534   , 48.75     , 0         , 0.36847   , 0         , 0         , -6.75     , 12.9273   , 34.0164   , 7.21741   
    2.100, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.61719   , 99.2188   , 0         , 3.55556   , 6.77778   , 800       , 820       , 836.406   , 407.422   , 308.047   , 837.734   , 853.828   , 0.546876  , 0.976565  , 0.585939  , 0.761721  , 27.5391   , 72.1406   , 73.2891   , 18.9141   , 210       , 16.5      , 16.5      , 2.144     , 48.75     , 0         , 0.368286  , 0         , 0         , -6        , 13.0066   , 34.0393   , 7.56226   
    2.150, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.57142   , 99.2188   , 0         , 3.52778   , 6.44445   , 800       , 820       , 836.406   , 405.859   , 308.125   , 836.484   , 856.172   , 0.546876  , 0.937502  , 0.60547   , 0.742189  , 27.3047   , 72.1406   , 73.2891   , 18.8203   , 210       , 16.5      , 16.5      , 2.08      , 49.5      , 0         , 0.369324  , 0         , 0         , -6.75     , 12.9212   , 33.9646   , 7.43104   
    2.200, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.6355    , 99.2188   , 0         , 3.52778   , 6.58334   , 800       , 820       , 836.406   , 405       , 309.609   , 836.484   , 854.766   , 0.546876  , 0.937502  , 0.60547   , 0.742189  , 27.2109   , 72.1406   , 73.2891   , 18.9375   , 210       , 16.5      , 16.5      , 2.06667   , 49.5      , 0         , 0.370117  , 0         , 0         , -6        , 12.8708   , 33.9936   , 7.66907   
    2.250, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.61414   , 99.2188   , 0         , 3.52778   , 6.36112   , 800       , 820       , 836.406   , 402.734   , 310.078   , 836.484   , 856.172   , 0.527345  , 0.976565  , 0.585939  , 0.742189  , 26.9766   , 72.1406   , 73.2891   , 18.9141   , 210       , 16.5      , 16.5      , 2.05867   , 49.5      , 0         , 0.371643  , 0         , 0         , -6        , 12.8235   , 33.9417   , 7.69044   
    2.300, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.59583   , 99.2188   , 0         , 3.52778   , 6.72223   , 800       , 820       , 836.406   , 405.547   , 309.375   , 836.484   , 853.125   , 0.527345  , 0.976565  , 0.585939  , 0.742189  , 27.2344   , 72.1406   , 73.2891   , 18.8906   , 210       , 16.5      , 16.5      , 2.13067   , 49.5      , 0         , 0.369873  , 0         , 0         , -3.75     , 12.7823   , 33.934    , 8.02308   
    2.350, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.7118    , 99.2188   , 0         , 3.52778   , 6.66667   , 800       , 820       , 836.406   , 407.344   , 312.656   , 836.484   , 855.391   , 0.546876  , 0.976565  , 0.585939  , 0.761721  , 27.3281   , 72.1406   , 73.2891   , 19.0781   , 210       , 16.5      , 16.5      , 2.072     , 49.5      , 0         , 0.374085  , 0         , 0         , -5.25     , 12.9044   , 33.8532   , 7.9773    
    2.400, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.65687   , 99.2188   , 0         , 3.55556   , 6.50001   , 800       , 820       , 836.406   , 407.5     , 310.938   , 836.484   , 854.531   , 0.546876  , 0.976565  , 0.585939  , 0.761721  , 27.3516   , 72.1406   , 73.2891   , 18.9609   , 210       , 16.5      , 16.5      , 2.06667   , 49.5      , 0         , 0.371704  , 0         , 0         , -5.25     , 12.9547   , 33.8898   , 7.88575   
    2.450, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.65076   , 99.2188   , 0         , 3.52778   , 6.77778   , 800       , 820       , 836.406   , 408.984   , 310.703   , 836.484   , 853.984   , 0.546876  , 0.937502  , 0.60547   , 0.742189  , 27.5156   , 72.1406   , 73.2891   , 18.9609   , 210       , 16.5      , 16.5      , 2.13334   , 49.5      , 0         , 0.372071  , 0         , 0         , -5.25     , 12.9562   , 33.8974   , 7.90101   
    2.500, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.87659   , 99.2188   , 0         , 3.52778   , 6.44445   , 800       , 820       , 836.406   , 410.781   , 316.719   , 836.484   , 852.891   , 0.546876  , 0.937502  , 0.60547   , 0.742189  , 27.6563   , 72.1406   , 73.2891   , 19.4766   , 210       , 16.5      , 16.5      , 2.15734   , 49.5      , 0         , 0.378662  , 0         , 0         , -0.75     , 13.0264   , 33.8974   , 9.38721   
    2.550, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.8827    , 99.2188   , 0         , 3.52778   , 6.80556   , 800       , 820       , 836.406   , 411.719   , 319.375   , 836.484   , 853.516   , 0.527345  , 0.89844   , 0.585939  , 0.742189  , 27.5859   , 72.1406   , 73.2891   , 19.5234   , 210       , 16.5      , 16.5      , 2.16      , 49.5      , 0         , 0.390137  , 0         , 0         , -4.5      , 12.9868   , 33.7494   , 8.18787   
    2.600, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.69959   , 99.2188   , 0         , 3.52778   , 6.55556   , 800       , 820       , 836.406   , 411.875   , 313.359   , 836.484   , 853.984   , 0.527345  , 0.89844   , 0.585939  , 0.742189  , 27.75     , 72.1406   , 73.2891   , 19.1719   , 210       , 16.5      , 16.5      , 2.136     , 49.5      , 0         , 0.377259  , 0         , 0         , -6        , 13.1836   , 33.8822   , 7.76673   
    2.650, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.65992   , 99.2188   , 0         , 3.52778   , 6.63889   , 800       , 820       , 836.406   , 410.703   , 310.234   , 836.484   , 855       , 0.507814  , 0.89844   , 0.585939  , 0.761721  , 27.7031   , 72.1406   , 73.2891   , 18.9609   , 210       , 16.5      , 16.5      , 2.12534   , 49.5      , 0         , 0.370911  , 0         , 0         , -5.25     , 13.1424   , 33.934    , 7.70569   
    2.700, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.66907   , 99.2188   , 0         , 3.55556   , 6.77778   , 800       , 820       , 836.406   , 410.859   , 310.313   , 836.484   , 854.531   , 0.507814  , 0.89844   , 0.585939  , 0.761721  , 27.7266   , 72.1406   , 73.2891   , 18.9844   , 210       , 16.5      , 16.5      , 2.13334   , 49.5      , 0         , 0.37201   , 0         , 0         , -6.75     , 13.1409   , 33.9417   , 7.46155   
    2.750, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.58668   , 99.2188   , 0         , 3.58334   , 6.86112   , 800       , 820       , 836.406   , 410.703   , 307.969   , 836.484   , 856.719   , 0.507814  , 0.937502  , 0.60547   , 0.781252  , 27.7734   , 72.1406   , 73.2891   , 18.8438   , 210       , 16.5      , 16.5      , 2.13334   , 49.5      , 0         , 0.368164  , 0         , 0         , -6.75     , 13.147    , 33.9936   , 7.30286   
    2.800, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.51343   , 99.2188   , 0         , 3.52778   , 6.77778   , 800       , 820       , 836.406   , 410.391   , 306.172   , 836.484   , 856.406   , 0.507814  , 0.937502  , 0.60547   , 0.781252  , 27.7969   , 72.1406   , 73.2891   , 18.75     , 210       , 16.5      , 16.5      , 2.14934   , 49.5      , 0         , 0.366944  , 0         , 0         , -6.75     , 13.1455   , 34.0164   , 7.30591   
    2.850, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.49512   , 99.2188   , 0         , 3.52778   , 6.66667   , 840       , 820       , 836.406   , 408.594   , 305.625   , 836.484   , 856.641   , 0.527345  , 0.89844   , 0.585939  , 0.800783  , 27.6328   , 72.1406   , 73.2891   , 18.7031   , 210       , 16.5      , 16.5      , 2.11467   , 49.5      , 0         , 0.365357  , 0         , 0         , -7.5      , 13.0631   , 34.0088   , 7.03736   
    2.900, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.58057   , 99.2188   , 0         , 3.55556   , 6.86112   , 800       , 820       , 836.406   , 409.922   , 307.5     , 836.484   , 855.703   , 0.527345  , 0.89844   , 0.585939  , 0.800783  , 27.75     , 72.1406   , 73.2891   , 18.8672   , 210       , 16.5      , 16.5      , 2.19734   , 49.5      , 0         , 0.36499   , 0         , 0         , -6.75     , 13.1394   , 34.0454   , 7.41883   
    2.950, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.60804   , 99.2188   , 0         , 3.52778   , 6.55556   , 800       , 820       , 836.406   , 408.984   , 309.375   , 836.484   , 856.641   , 0.546876  , 0.937502  , 0.585939  , 0.800783  , 27.5625   , 72.1406   , 73.2891   , 18.9141   , 210       , 16.5      , 16.5      , 2.11734   , 49.5      , 0         , 0.369568  , 0         , 0         , -6        , 13.0432   , 33.9417   , 7.79725   
    3.000, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.61414   , 99.2188   , 0         , 3.52778   , 6.27778   , 800       , 820       , 836.406   , 406.094   , 309.219   , 836.484   , 855.078   , 0.546876  , 0.937502  , 0.585939  , 0.800783  , 27.3281   , 72.1406   , 73.2891   , 18.9141   , 210       , 16.5      , 16.5      , 2.10667   , 49.5      , 0         , 0.368653  , 0         , 0         , -6        , 12.9135   , 33.9646   , 7.61414   
    3.050, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.51954   , 99.2188   , 0         , 3.52778   , 6.72223   , 800       , 820       , 836.406   , 406.172   , 307.109   , 836.484   , 855.547   , 0.546876  , 0.937502  , 0.566408  , 0.820315  , 27.375    , 72.1406   , 73.2891   , 18.7734   , 210       , 16.5      , 16.5      , 2.11734   , 49.5      , 0         , 0.367127  , 0         , 0         , -6.75     , 12.9669   , 33.9936   , 7.2876    
    3.100, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.50123   , 99.2188   , 0         , 3.52778   , 6.50001   , 800       , 820       , 836.406   , 403.047   , 305.703   , 836.484   , 853.984   , 0.546876  , 0.937502  , 0.566408  , 0.820315  , 27.1641   , 72.1406   , 73.2891   , 18.7266   , 210       , 16.5      , 16.5      , 2.104     , 49.5      , 0         , 0.36377   , 0         , 0         , -6.75     , 12.8769   , 34.0531   , 7.20215   
    3.150, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.50123   , 99.2188   , 0         , 3.52778   , 6.91667   , 800       , 820       , 836.406   , 405.078   , 306.484   , 836.484   , 855.156   , 0.566408  , 0.976565  , 0.546876  , 0.800783  , 27.3047   , 72.1406   , 73.2891   , 18.75     , 210       , 16.5      , 16.5      , 2.14667   , 49.5      , 0         , 0.366394  , 0         , 0         , -6.75     , 12.8754   , 34.0164   , 7.30897   
    3.200, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.55005   , 99.2188   , 0         , 3.52778   , 6.77778   , 800       , 820       , 836.406   , 407.5     , 307.656   , 836.484   , 853.359   , 0.566408  , 0.976565  , 0.546876  , 0.800783  , 27.4922   , 72.1406   , 73.2891   , 18.8203   , 215       , 16.5      , 16.5      , 2.19734   , 49.5      , 0         , 0.366211  , 0         , 0         , -5.25     , 12.912    , 33.9936   , 7.83997   
    3.250, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.69044   , 99.2188   , 0         , 3.52778   , 6.36112   , 800       , 820       , 836.406   , 407.109   , 311.953   , 836.484   , 853.125   , 0.585939  , 0.937502  , 0.546876  , 0.800783  , 27.3281   , 72.1406   , 73.2891   , 19.0547   , 215       , 16.5      , 16.5      , 2.11734   , 49.5      , 0         , 0.372925  , 0         , 0         , -5.25     , 12.9456   , 33.8822   , 7.86439   
    3.300, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.60193   , 99.2188   , 0         , 3.52778   , 6.58334   , 800       , 820       , 836.406   , 405.938   , 310.469   , 836.484   , 856.406   , 0.585939  , 0.937502  , 0.546876  , 0.800783  , 27.2578   , 72.1406   , 73.2891   , 18.9609   , 215       , 16.5      , 16.5      , 2.10134   , 49.5      , 0         , 0.371826  , 0         , 0         , -6.75     , 12.8677   , 33.9127   , 7.46155   
    3.350, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.58973   , 99.2188   , 0         , 3.52778   , 6.77778   , 800       , 820       , 836.406   , 407.734   , 309.531   , 836.484   , 854.141   , 0.566408  , 0.937502  , 0.566408  , 0.781252  , 27.4219   , 72.1406   , 73.2891   , 18.8906   , 215       , 16.5      , 16.5      , 2.136     , 49.5      , 0         , 0.370056  , 0         , 0         , -6        , 12.9593   , 33.9798   , 7.60499   
    3.400, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.66297   , 99.2188   , 0         , 3.55556   , 6.63889   , 800       , 820       , 836.406   , 407.891   , 311.172   , 836.484   , 856.953   , 0.566408  , 0.937502  , 0.566408  , 0.781252  , 27.3984   , 72.1406   , 73.2891   , 18.9844   , 210       , 16.5      , 16.5      , 2.112     , 49.5      , 0         , 0.37201   , 0         , 0         , -5.25     , 12.9517   , 33.9493   , 7.87964   
    3.450, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.68128   , 99.2188   , 0         , 3.55556   , 6.77778   , 800       , 820       , 836.406   , 409.844   , 311.563   , 836.484   , 853.672   , 0.566408  , 0.89844   , 0.546876  , 0.800783  , 27.5625   , 72.1406   , 73.2891   , 19.0078   , 210       , 16.5      , 16.5      , 2.16267   , 49.5      , 0         , 0.372742  , 0         , 0         , -6        , 13.0509   , 33.8974   , 7.64161   
    3.500, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.54395   , 99.2188   , 0         , 3.52778   , 6.52778   , 800       , 820       , 836.406   , 409.688   , 308.359   , 836.484   , 853.594   , 0.566408  , 0.89844   , 0.546876  , 0.800783  , 27.6094   , 72.1406   , 73.2891   , 18.7969   , 210       , 16.5      , 16.5      , 2.12267   , 49.5      , 0         , 0.369934  , 0         , 0         , -6.75     , 13.0509   , 33.9279   , 7.52259   
    3.550, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.6355    , 99.2188   , 0         , 3.55556   , 6.69445   , 800       , 820       , 836.406   , 409.609   , 310.391   , 836.484   , 853.672   , 0.585939  , 0.937502  , 0.566408  , 0.800783  , 27.5625   , 72.1406   , 73.2891   , 18.9375   , 210       , 16.5      , 16.5      , 2.12267   , 49.5      , 0         , 0.371094  , 0         , 0         , -6        , 13.0493   , 33.8974   , 7.65076   
    3.600, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.51343   , 99.2188   , 0         , 3.55556   , 6.55556   , 800       , 820       , 836.406   , 409.531   , 308.047   , 836.484   , 855.078   , 0.585939  , 0.937502  , 0.566408  , 0.800783  , 27.5625   , 72.1406   , 73.2891   , 18.75     , 215       , 16.5      , 16.5      , 2.12      , 49.5      , 0         , 0.37024   , 0         , 0         , -6.75     , 13.0554   , 33.9203   , 7.4646    
    3.650, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.63856   , 99.2188   , 0         , 3.55556   , 6.58334   , 800       , 820       , 836.406   , 408.672   , 310.625   , 835.234   , 853.516   , 0.566408  , 0.937502  , 0.566408  , 0.781252  , 27.4922   , 72.1406   , 73.2891   , 18.9609   , 215       , 16.5      , 16.5      , 2.09334   , 49.5      , 0         , 0.371338  , 0         , 0         , -5.25     , 12.9959   , 33.8974   , 7.87964   
    3.700, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.51954   , 99.2188   , 0         , 3.55556   , 7.00001   , 800       , 820       , 836.406   , 412.5     , 308.516   , 835.234   , 853.047   , 0.566408  , 0.937502  , 0.566408  , 0.781252  , 27.7969   , 72.1406   , 73.2891   , 18.75     , 215       , 16.5      , 16.5      , 2.17867   , 49.5      , 0         , 0.37201   , 0         , 0         , -6        , 13.0554   , 33.8761   , 7.4585    
    3.750, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.51648   , 99.2188   , 0         , 3.55556   , 6.66667   , 800       , 820       , 836.406   , 412.188   , 307.266   , 837.734   , 854.453   , 0.566408  , 0.976565  , 0.546876  , 0.800783  , 27.8672   , 72.1406   , 73.2891   , 18.75     , 215       , 16.5      , 16.5      , 2.14667   , 49.5      , 0         , 0.36731   , 0         , 0         , -6        , 13.1882   , 33.9646   , 7.58362   
    3.800, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.61414   , 99.2188   , 0         , 3.55556   , 6.58334   , 800       , 820       , 836.406   , 411.016   , 309.609   , 837.734   , 853.203   , 0.566408  , 0.976565  , 0.546876  , 0.800783  , 27.7266   , 72.1406   , 73.2891   , 18.9141   , 215       , 16.5      , 16.5      , 2.152     , 49.5      , 0         , 0.369507  , 0         , 0         , -6        , 13.1317   , 33.934    , 7.91932   
    3.850, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.55921   , 99.2188   , 0         , 3.58334   , 6.75001   , 800       , 820       , 836.406   , 410.156   , 309.219   , 836.484   , 856.641   , 0.585939  , 0.937502  , 0.566408  , 0.800783  , 27.5859   , 72.1406   , 73.2891   , 18.8203   , 215       , 16.5      , 16.5      , 2.104     , 49.5      , 0         , 0.36969   , 0         , 0         , -6.75     , 13.0509   , 33.8822   , 7.52869   
    3.900, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.50733   , 99.2188   , 0         , 3.55556   , 6.69445   , 800       , 820       , 836.406   , 411.25    , 307.031   , 836.484   , 855.078   , 0.585939  , 0.937502  , 0.566408  , 0.800783  , 27.7969   , 72.1406   , 73.2891   , 18.75     , 215       , 16.5      , 16.5      , 2.13334   , 49.5      , 0         , 0.367737  , 0         , 0         , -6.75     , 13.0966   , 33.9569   , 7.42188   
    3.950, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.51648   , 99.2188   , 0         , 3.55556   , 6.55556   , 800       , 820       , 836.406   , 408.984   , 307.5     , 836.484   , 854.375   , 0.566408  , 0.89844   , 0.566408  , 0.781252  , 27.5859   , 72.1406   , 73.2891   , 18.7734   , 215       , 16.5      , 16.5      , 2.08      , 49.5      , 0         , 0.367615  , 0         , 0         , -6        , 13.0463   , 33.9722   , 7.61414   
    4.000, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.51954   , 99.2188   , 0         , 3.55556   , 6.63889   , 800       , 820       , 836.406   , 408.047   , 307.5     , 836.484   , 856.563   , 0.566408  , 0.89844   , 0.566408  , 0.781252  , 27.5156   , 72.1406   , 73.2891   , 18.7734   , 215       , 16.5      , 16.5      , 2.07734   , 49.5      , 0         , 0.367615  , 0         , 0         , -6.75     , 13.0051   , 33.9279   , 7.49207   
    4.050, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.52564   , 99.2188   , 0         , 3.58334   , 6.88889   , 800       , 820       , 836.406   , 409.297   , 307.891   , 836.484   , 857.031   , 0.566408  , 0.89844   , 0.546876  , 0.761721  , 27.6094   , 72.1406   , 73.2891   , 18.7969   , 215       , 16.5      , 16.5      , 2.13067   , 49.5      , 0         , 0.367798  , 0         , 0         , -6        , 13.0402   , 33.9569   , 7.8064    
    4.100, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.65076   , 99.2188   , 0         , 3.58334   , 6.97223   , 800       , 820       , 836.406   , 413.359   , 310.547   , 836.484   , 853.828   , 0.566408  , 0.89844   , 0.546876  , 0.761721  , 27.9141   , 72.1406   , 73.2891   , 18.9844   , 215       , 16.5      , 16.5      , 2.168     , 49.5      , 0         , 0.36969   , 0         , 0         , -6        , 13.2156   , 33.9203   , 7.91321   
    4.150, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.61414   , 99.2188   , 0         , 3.55556   , 6.50001   , 800       , 820       , 836.406   , 413.672   , 310.234   , 836.484   , 852.891   , 0.585939  , 0.937502  , 0.546876  , 0.781252  , 27.9375   , 72.1406   , 73.2891   , 18.9375   , 215       , 16.5      , 16.5      , 2.112     , 49.5      , 0         , 0.370606  , 0         , 0         , -6        , 13.2172   , 33.9127   , 7.91016   
    4.200, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.61414   , 99.2188   , 0         , 3.55556   , 6.72223   , 800       , 820       , 836.406   , 412.266   , 309.766   , 836.484   , 855.313   , 0.585939  , 0.937502  , 0.546876  , 0.781252  , 27.8203   , 72.1406   , 73.2891   , 18.9141   , 215       , 16.5      , 16.5      , 2.10134   , 49.5      , 0         , 0.369934  , 0         , 0         , -6        , 13.1775   , 33.934    , 7.73621   
